"","row_num","sentiment","textOriginal"
"1192",1712,1,"kalau ibu kota pindah, lahan2 dan bangunan pemerintahan milik negara kira2 dijual g ya. kalau dijual siapa yg mampu beli ?."
"1193",1713,0,"kalau pindah, yakin mereka yang tenggelam di Jakarta yang dapat privilege pindah ke sana?"
"1194",1714,-2,"Kalian tau gak sih 98% turunan arab di Indonesia itu dari negara YAMAN spt shihab, baswedan, assegaf dll.
Dan mereka genetika yaman yg negaranya sudah hancur mau menciptakan kerusakan perang saudara di negara mereka terdampar"
"1195",1715,-1,"Kalo menurutku jelas kejar tayang agar "" ikn pindah dijamanku "". Itu saja. Kentaranya memaksakan meskipun gak punya duit."
"1196",1716,-2,"Kalo yang menolak apa ada kepentingan juga?jangan membodohi masyarakat,lanjutkan pemindahan ibukota negara baru ke kalimantan,soal korupsi,DKI jakarta sudah mengkorupsi lewat elitenya hingga ribuan triliun sejak dikembalikan nya jakarta sebagai ibukota negara pasca perang kemerdekaan 1949,dosa jakarta banyak,jakarta kota buruk dan kotor,bahkan jakarta mau tenggelam tahun 2030,kalo yang ngomong itu pks berarti pemindahan ibukota negara baru ke kalimantan adalah keputusan yang tepat."
"1197",1717,-2,"KAMI LAPAR!!!.... PELABUHAN PATIMBAN RAKSASA, MERESA'KAN"
"1198",1718,1,"Karena mata najwa bukan punyanya transmedia.. Tp punya narasi TV.. Transmedia hanya bekerja sama dengan narasi tv untuk penayangannya.."
"1199",1719,1,"Kata rlevan dipakai dlm hal dulu apa.. Pikir kedepan anak cucu kita.. Kehadiran ibu kota baru. Bukan semata mata pun dah ibu kota..ada hal lbih besar mnyangkut dengan ekonomi 'pnganguran,, politik semuanya ada disitu.. Sbb harus pisah antra kota bisnis dan ibu kota negara.. Sbb di jkrta sda campur aduk antra binis dan pusat pemerintahan..."
"1200",1720,3,"KATANYA MAU MAJU TAPI TIDAK SIAP DENGAN PERKEMBNGAN , SAYA UMUR 19  DARI DULU SAYA TIDAK PERCAYA JIKA SDM INDONESIA TIDAK BERKUALITAS  TAPI SEKARANG SAYA JADI PERCAYA SDM INDO MASIH DIBAWAH RATA RATA😂 KARNA YANG BANYAK BICARA ORANG ORANG TUA YANG BERMENTAL HASIL JAJAHAN , JADI SAATNYA KITA YANG MUDA HARUS JADI PENGGERAK PERUBAHAN  
~NAJWA PENGADU DOMBA~👉👈"
"1201",1722,-2,"Kebathilan, kebohongan pasti kalah dan hancur oleh yg hak atau kebenaran, ingat !"
"1202",1725,2,"Kenapa harus pindah ibu kota?  Sebegitu pentingkah? Bukankan malah merusak hutan di kalimantan?  Kenapa gak di perbaiki aja ibukota yg sudah ada bukan malah di tinggalkan . Bukannya malah memerlukan anggaran yang sangat besar dan dapat menambah utang negara.  Apakan gak sebaiknya anggaran negara di buatkan lapangan pekerjaan saja ! Masih banyak pemuda2 yg sulit mencari lapangan pekerjaan ."
"1203",1726,-1,"kenapa Jakarta mau tenggelam, ulah siapa?"
"1204",1727,-1,"Kenapa Tidak pindahkan IKN ke Papua ?"
"1205",1728,2,"Keren mba sukses selalu mata najwa"
"1206",1729,-1,"Ketika mo mulai digarap IKN baru dikatakan kejar tayang, tdk taukah pemerintah jungkir balik merencanakan molai beberapa tahun yg lalu, bahkan sejak awal Pak Jokowi menjadi presiden sudah beliau pikirkan sy tau itu cuman tdk digembar gemborkan"
"1207",1731,-3,"Kita harus berfikir terbuka dalam hidup , harus siap dengan perubahan jangan terkesan primitif  bukti SDM di indo masih kalah jauh  ,"
"1208",1732,-1,"kita punya pulau kecil banyak ribuan seandainya dipilih 1, 3,4,5 pulau kosong tanpa penghuni dijadikan ibukota  pasti beda dengan negara lain, tiap tiap pulau ditempati gedung gedung tertentu 😌"
"1209",1733,-1,"klo aku masih harus studi dan kajian lagi... baru bisa ngasih saran dan pendapat"
"1210",1734,-3,"Kok penguasa makin kuat untuk memaksakan tanpa partisipasi publik"
"1211",1736,2,"Kompori aja warga biar ga maju-maju  bangsa ini, itulah yg tejadi selama ini"
"1212",1739,-1,"layak atau tidak DKI di pertahankan sebagai ibukota?
kalo yg bakal merugi kehilangan harta akibatnya.. pasti bilang harus di pertahankan
kalo yg bakal untung dengan proyek ini, pasti bilang ""tinggalkan saja""
pro kontra itu biasa.. tp coba lihat yang berbuat hal buruk dan rusuh untuk keinginan pribadi..
mikir..."
"1213",1740,2,"Lebih baik batalkan saja  mega proyek ini, lebih baik Kalimantan dijadikan paru-paru kota"
"1214",1741,5,"Maaf...klau menurut saya ...lebih baik makmurkan rakyat indonesia dulu...karna masih banyak rakyat kita yang masih miskin....klu rakyat hidupnya sudah makmur membangun apa aja sangat mudah ..yang penting rakyat makmur dulu secara merata"
"1215",1742,4,"maaf...seberapa urgent ibukota pemerintahan harus dipindah !!! yang urgent manusia, sdm dan sistem keadilan sosial yang harus jadi mega proyek, hutang sudah banyak jangan ditambah dan rakyatlah yang tanggung jawab akan lebih sulit tuk mencapai keadilan sosialnya salam waras !!!"
"1216",1744,-1,"Mantap semoga lekas tercapai pindah ibu kota, komplotan Mereka memang egak guna,hilang pun egak akan ada yang merasa kehilangan"
"1217",1745,1,"Mantap... Maju terus Nusantara"
"1218",1747,-2,"Mata Najwa , Sejarawan dan calon Penegak Hukum masa depan serta partai  politik dan ormas garis lurus agar dapt  mengumpulkan dan mendokumen- tasikan arsip kebijakan yg melanggar aturan yg masih berlaku utk ditindak lanjuti masa kepemimpinan mendatang."
"1219",1748,0,"Mata najwa di TRANSMEDIA lebih jelas dan terang.
Lebih netral tanpa memihak. Krna pemilik media bukan orang partai...
Mantap semoga makin sukses"
"1220",1749,1,"Mata Najwa keren mewakili rakyat  Kaltim yg punya lhan 👍🙏"
"1221",1753,2,"Mba najwa dan tim, kalian sangat luar biasa dan kalian harus tahu itu, salam sehat juga Mba, semoga semua warga Indonesia bisa lebih bahagia dan makmur ke depannya Aamiin"
"1222",1755,1,"Mbak Nana, kalo boleh tolong tambah durasinya mbak 🙏, kalo bisa satu tema, kadang kalo nyimak sering pindah tema, thanxs mbak sehat selalu"
"1223",1756,6,"mbak nana..tolong diangkat dong,tentang topik bantuan salah sasaran,soalnya banyak sekali penerima manfaat bansos spt PKH dan yg paling baru KKS yg penerimanya masyarakat mampu bahkan kaya(dalam artian punya rumah tingkat 2 mobil motor dsbg nya)setelag ditelusuri kbanyakan mereka kerabat sanak saudara aparat pemerintah dari yg paling kecil spt RT dan perangkat desa,bantuan justru dinikmati orang2 tertentu yg notabennya tidak layak menerima,kalo ditanya..mereka selalu berdalih..ini dari pemerintah langsung kita gak minta..
lebih baik gak ada bantuan dan turunkan harga sembako daripada yg kaya makin kaya rakyat kecil makin menderita..
sekian
terimakasih,
smg dibaca"
"1224",1757,1,"Mega proyek atau proyek Mega? Proses pembentukan UU IKN baru tidak transparansi serta  partisipasi publik belum maksimal, termasuk Rakyat dan Tokoh Adat Kalimantan Timur. Jangan nanti penduduk asli tersingkirkan dg  kedatangan ""Penduduk Baru"".."
"1225",1758,1,"Mega proyek yg tdk urgen..  disaat pandemi spt sekarang ini lebih baik ditunda dulu"
"1226",1760,-3,"Membayangkan terjadinya demo di depan gedung  pemerintahan yg kosong, bila sudah pindah 😅. Apakah demo nanti di depan museum!  Apakah demo penting/tidak? Apakah aspirasi, kritik sudah tidak di perlukan? Apakah Jakarta akan tenggelam? Jadi harus pindah.
Sempat mikir jika terjadinya perang China dengan Australia (USA)  masalah China dengan Taiwan, bisa kesitu gak yah plan nya 😅"
"1227",1762,2,"Mimpi.........
Penguasa lain di mulut lain di hati. Memang lidah tak bertulang, tinggi gunung seribu janji. Ada udang di balik batu. Ku tak percaya lagi dg ucapan2 mu. Rakyat kalimantan sudah lebih sebulan tenggelam dalam lautan air banjir bandang, tapi kau tak nongol batang hidung mu. Kau suka bagi2 hadiah lempar. Kami sa'at ini dlm derita yg mendalam, menunggu uluran tangan mu, namun hanya seperti pungguk merindukan bulan. Ucapan mu jauh panggang dari api.
King Of Lips Service."
"1228",1763,-5,"Miris sekali dengan pemerintah sekarang yg sering sembrono dan serampangan membuat sebuah kebijakan atau peraturan. Yang paling menonjol adalah ketidaktransparanan pemerintah membuat sebuah kebijakan/peraturan. Elemen masyarakat tidak pernah diajak menyampaikan aspirasi dan pendapatnya, alhasil peraturan yg dihasilkan menyimpang dari UUD 45 dan berdampak mencederai masyarakat."
"1229",1764,1,"Mohon maaf untuk acara ini mba, mungkin bisa diundang staf ahli dari Bappenas agar teknis pembangunan, rencana, dan tujuan bisa dijelaskan secara gamblang dari sisi non politis."
"1230",1765,-1,"Mubazir saja ikn,jkt saja di perbaiki"
"1231",1766,-1,"Nah ...ini...
Kalau aku sih yeeeessss 
Cari pulau yg gersang, dalam artian pulau yg bukan dipenuhi Hutan sehingga tdk merusak ekosystem"
"1232",1767,1,"Nah, akhirnya didengar keresahan dan harapan dari masyarakat sekitar IKN lewat Mata Najwa. Tinggal kita tunggu saja apakah memang benar akan diadakan dialog atau sekedar didengar.
Closing yang mantap mbak Nana 😁🙏"
"1233",1768,-1,"nana pedek nana panjang..?"
"1234",1769,2,"Nanti kalau sudah jadi pasti jadi kebanggaan rakyat Indonesia, seperti instraktutur jalan tol yang ingin di bangun persiden persiden yg dulu tapi belum kesampaian"
"1235",1770,0,"Nantinya setelah Ibu Kota Baru
Telah selesai , penghuninya 40% pribumi , dan ,60%etnis cina, kura kura seperti itu aktanya 👎  BIADAB , PENGHIANAT 👹👹👹"
"1236",1771,-1,"negara defisit, ppn naik, kenapa megaproyek ibu kota baru tidak di hentikan?"
"1237",1772,2,"Ngapain jg pindah ibu kota, bangun aja Kalimantan supaya lebih maju dr pulau jawa."
"1238",1773,-2,"Nggak ada guna diskusi, orang blm ada undang2 nya sudah di bangun tanpa peduli pendapat orang lain seolah olah negara ini milik golongan tertentu"
"1239",1775,1,"Orang pada nafsu amat ya mindahin ibu kota.... penduduk aslinya aja gk mau..."
"1240",1776,1,"pak suryadi mantab?"
"1241",1778,-1,"Pasti gagal Ibu kota barunya karena niatnya bukan karena kebutuhan tapi pencitraan"
"1242",1780,-2,"Pemindahan ibu kota sudah tidak reevan lagi dengan kondisi sekarang, seharusnya dibatalkan saja sebelum terlanjur. Isu pandemi masih menjadi yang utama, kalo pindah ibu kota dipaksakan, rakyat yg akan menjadi korbannya"
"1243",1781,1,"Pencerahan ini baru namanya"
"1244",1783,-1,"PESTA PARA KORUPTOR.... RAKYAT YG BAYAR UTANG2 NEGARA."
"1245",1784,-2,"Pindah aj Sblom terlambat , udh mau tenggelam jkrt 🤦‍♂️...terkecuali jkrt bangun sumur serapan lbh byk lg , baru jkrt kgk banjir 🤣🤣"
"1246",1786,1,"Pindah ibukota lama2 seperti ambisi pribadi...."
"1247",1787,-2,"Pindah ibukota tdk urgen, tdk perlu.
gagasan pindah yg katanya dari jaman kemerdekaan adalah bohong. Sejarawan Salim Haji Said bilang itu hanya bujukan Bung Karno kpd pemimpin Kalteng."
"1248",1791,2,"PNS UDAH PADA NYICIL RUMAH DI JABODETABEK  KPR.
NGAPAIN DI SANA ... ORTU, KELUARGA TEMAN2 DI JAKARTA.
SEKOLAH TERBAÌK DARI TK SAMPAI UNIVERSITAS TERBAIK DI JAKARTA.
DI SANA BEGO2 LIAT AJA HASIL UTBK SBMPTN 2021. 
MANA RUMAH DINAS .... BUKAN RUMAH SENDIRI ... PENSIUN HENGKANG.
TIKET PESAWAT UTK BOLAK BALIK KE JAKARTA ...... MAHAL 🤣🤣🤣😁🤣😆🤣😁 BUKAN ORANG KAYA"
"1249",1792,-1,"Proyek maksa yg susah tetep rakyat nya"
"1250",1793,0,"Proyek pemindahan ibukota ini terkesan terburu buru dan tdk dipikirkan dg matang apalagi skrg terkendala dg penanganan pandemi"
"1251",1794,0,"Rakyat tidak butuh ibukota baru, yang dibutuhkan rakyat adalah kesejahteraan apakah rakyat sudah sejahtera? ( pem. Jwb.)"
"1252",1795,-1,"rasanya dengan 7 part saja masih kurang mbak nana"
"1253",1796,1,"Ratu nyinyir Indonesia sedang beraksi seolah negara ini punya bapaknya,coba berani kaga kritisi habib Bahar sesama Arab jangan saling mendahului pokoknya di dunia ini Arablah yang paling benar dan suci yang lain ngontrak"
"1254",1799,-1,"Salah kaprah sih !! Soekarno rencanakan pindah ke Kalimantan Tengah ini dipindah ke  Kalimantan Timur. Hadeuhhh kga denger orang tua. Jd kena Tulah"
"1255",1800,2,"Salam kenal.. Sukses slalu orang baik di negeri ini"
"1256",1801,1,"salam sehat"
"1257",1802,0,"Sangat membuka pikiran baru"
"1258",1803,1,"Saya  harus nonton Mata Najwa  .hari Wenesday enga mau kemana mana semua progeram di tolak .Najwa semoga sehat selalu Sukkes ."
"1259",1804,-1,"Saya mau usul ke pemerintah tp tak sampai.
Coba pemerintah bikin Chanel YouTube. Semua warga Indonesia suruh subscrabe . Uang nya buat bayar hutang. Buat ibu kota baru ke . 😁🤭"
"1260",1805,2,"Saya setuju IKN di Kalimantan,  Jakarta fokus ke sektor ekonomi yg sudah ada sekarang & menata kota menjadi kota berkelas dunia,,, seperti singapura"
"1261",1808,1,"Seandainya mba Nana nda angkat.. masyarakat bakal buta dengan Mega Proyek IKN.. akhirnya kita kaya akan pengetahuan baru tentang polemik ibukota baru. Terimakasih Mata Najwa"
"1262",1809,-1,"Sebaiknya Jangan dahh karena ada dugaan Ajang Korupsi.
Kesejahteraan rakyat Indonesia jauh lebih penting"
"1263",1811,1,"Selamat pagi mba najwa 😁"
"1264",1812,1,"Selamat sore"
"1265",1813,-1,"Semangat untuk Mata Najwa, selalu pantau dan buat program dengan Tema IKN, perlunya masyarakat dan para pengampu kebijakan tau, akan pentingnya koordinasi dan diskusi. Di mata najwa inilah kesempatan untuk para masyarakat bersuara, dan para petinggi agar ""terketuk"" Telinganya. Karena tanpa support para mendia, hak masyarakat akan semakin tenggelam karena nafsu para pemilik kepentingan.

Banjarmasin, 9 Desember 2021"
"1266",1814,-1,"SEMENJAK KELUAR DARI METRO TV ..... LEBIH NETRAL 👍👍👍👍👍"
"1267",1815,3,"Semoga pembangunan IKN  berjalan lancar presiden Jokowi terbaik dalam sejarah Indonesia maju rakyat makmur dan sejahtera#3 periode bapak pembangunan Ir H Joko Widodo"
"1268",1816,3,"Semoga semua tim dari mata najwa selalu diberikan kesehatan dan kekuatan untuk selalu mensuarakan kebenaran di negri ini"
"1269",1817,0,"Semua tentang cuan,  kejar jam tayang dan addsense.  Itulah konten youtube,  gak peduli baik atau salah,  intinya menarik.  Begitulah youtuber,  beda sama pemerintah yg berpikir jauh ke depan."
"1270",1818,1,"Senengane kok adu adu. Lek uduk asli wong nusantoro yo ngene iki.
Ingat pesan jayabaya lur. Eling lan waspodo"
"1271",1819,1,"Setuju bos"
"1272",1820,1,"Setuju klo ga skrg kapan lagi, lama2 ga akan terlaksana, Indonesia skrg ni harus segera bangkit"
"1273",1821,1,"Siapa bilang. Saya setuju kok"
"1274",1822,0,"Skala prioritas pulihkan ekonomi rakyat tumbuhkan daya beli masyarakat waktu yg sangat tidak tepat kereta api cepat memindahkan ibu kota negara"
"1275",1823,-1,"Sosialisasi diring bawah yg selalu menjadi masalah dinegri kita. Miris😑
#savesosialisasi"
"1276",1824,-12,"Stop MEGA proyek yg tdk urgen.
Nyinyir,,,, nyinyir,,,, nyinyir.
Baru belajar ngomong ya?
Mbak najwa, terus suarakan kepekaan dan kepentingan anak2 bangsa yg tersingkirkan.

Mimpi.........
Penguasa lain di mulut lain di hati. Memang lidah tak bertulang, tinggi gunung seribu janji. Ada udang di balik batu. Ku tak percaya lagi dg ucapan2 mu. Rakyat kalimantan sudah lebih sebulan tenggelam dalam lautan air banjir bandang, tapi kau tak nongol batang hidung mu. Kau suka bagi2 hadiah lempar. Kami sa'at ini dlm derita yg mendalam, menunggu uluran tangan mu, namun hanya seperti pungguk merindukan bulan. Ucapan mu jauh panggang dari api.
Prioritaskan urusan yg lbh utama sa'at ini.
Gak ada urgensinya dg keadaan keuangan negara sa'at ini yg menumpuk dg hutang tujuh turunan, beban gunung hutang BUMN yg amburadul karana mengerjakan proyek infrastruktur tanpa studi kelayakan yg akhirnya dijual dg rugi besar2an. Infrastruktur Bandara Kertajati yg mangkrak tak beroperasi. Korupsi BUMN yg menggila, Jiwasraya, Asabri, kerusakan lingkungan karena eksploitasi tambang bersama TKA Cina yg unskilled, kereta cepat busuk Cino ke Bandung terus membengkak biayanya yg dibohongi, akhirnya diganggu rakyat dalam APBN...... dll dll. Siapa yg diuntungkan dg semua proyek2 ini. Sungguh pemerintahan yg ugal2an.
Wiwik mau ninggalin legasi / warisan rekor perusakan lingkungan, hutang, korupsi (Harun Masiku, Madam Bansos, Ganjar Pranowo dll dll).
Masih kurang jelas ❓
King Of Lips Service."
"1277",1825,2,"Substansi IKN pindah mesti publik semua tahu alasan dan visi masa depan apa ini keharusa berdasar kajian ilmiah geo, ekonomi,ekologi dan politik. Ini paling utama, kalau ini satu2 jawaban baru publik setidaknya tahu hal teknis, status lahan harus bebas dari tangan swasta dan hanya mutlak milik negara 100 % dengan segala permasalahan di dalamnya termasuk akses masuk lokasi IKN.Jadi tidak ada fihak yang mendulang  untung monopoli sementara yang lain untung sebab berkontribusi normal.
Hal wajar publik iri dan cemburu, tapi bila  semua terbuka kita percaya IKN se mata2 demi kebaikan negara.Bila semua berjalan normal dan benar maka satu2 nya yang paling beruntung dampak publiknya adalah masyarakat sekitar.
Terlepas masyarakat sekitar percaya atau tidak dampak positif IKN baru tapi peradaban tampa kita sentuhpun tetap berjalan maju ke depan."
"1278",1828,2,"Tanahnya Subur PENGUASANYA MAKMUR...!"
"1279",1829,-1,"Tau lokasinya, banyak mafia tanahnya, akhirnya dana pembangunannya membengkak, itu kan yg mereka mau mafia tanah 😂"
"1280",1831,-2,"Terburu buru dan ceroboh!! Hasilnya akan mengecewakan"
"1281",1832,0,"Terima Kasih Mata  Najwa....  Kelihatan Jelas  Kelompok Pecundang..... Capek n Muak Melihatnya."
"1282",1834,-1,"Tonton juga Mata Najwa eps. [Menelusuri Ibu Kota Baru] dan episode lainnya di https://www.narasi.tv atau klik link di bawah.
Part 1 - https://bit.ly/3EBWLXJ
Part 2 - https://bit.ly/3dxPXOR
Part 3 - https://bit.ly/3pCYANU
Part 4 - https://bit.ly/3rPIpzo
Part 5 - https://bit.ly/3pCYCp0
Part 6 - https://bit.ly/3DGAbf3
Part 7 - https://bit.ly/31IngfF"
"1283",1836,-1,"Udah ngadu sana sini. Gaji Proyek Pelabuhan Patimban dari bulan Oktober belum terbayar. Pas mau mogok kerja dijanjikan pembayaran. Sampai kapan harus begini?"
"1284",1837,1,"Udah pindah aja biar harga rumah di Jakarta jadi turun karena banyak yg pindah dan jual rumah"
"1285",1838,0,"Ukuran kedunguan pemerintah itu nggak cukup di jakarta pulau Jawa itu sempit banginya makanya ingin di perluas sampai ke Kalimantan 🤣😅 krn hanya Kalimantan satu satunya provensi terluas"
"1286",1839,0,"Urgensinya tetap ada, Indonesia sudah pernah menduduki 3 kota, Yogyakarta, Bukittinggi, dan Jakarta. Indonesia saya rasa sudah cukup menduduki jakarta, terlebih Indonesia negara yang cukup luas, dan Indonesia butuh kota Tersentralisasi. Yogyakarta, Jakarta, Kartanegara...."
"1287",1840,-1,"utange indonesia sakmono akehe,gek freeport yo nyicil nuku sahame,nambah luasan konsesi tambang jane yo luamayan,tapi paling iku ae itungane mek muter aja uangnya..😆"
"1288",1842,-1,"Waduh wakil rakyat kok tidak tahu kenapa Ibu Kota akan di pindahkan!!!"
"1289",1843,1,"wah ntar kalo demo ke ibu kota kita maen nih ke kalimantan wkwkw"
"1290",1844,4,"Wah wah wah banyak yg belum tahu"
"1291",1845,0,"Waspada pola RRC tuk kuasai suatu negara dg cara:
1.beri pinjaman hutang sebanyak banyaknya
2.kirim TKA RRC sebanyak banyaknya yg di indikasikan tentara RRC yg siap angkat senjata sewaktu-waktu ingat ada timbunan senjata yg di deteksi oleh Jend purn Gatot Nurmantyo
3.kuasai ibu kota negara tsb dg jadikan boneka penguasa seperti kerbau di cocok hidung"
"1292",1846,2,"Waspada pola RRC tuk kuasai suatu negara dg kuasai ibu kota negara tsb ,berikan pinjaman hutang sebesar-besarnya,. Kirim TKA RRC sebanyak-banyaknya di indikasikan tentara RRC yg suatu waktu angkat senjata, mendikte penguasa seperti kerbau di cocok hidung"
"1293",1848,-1,"wkwkwkw 
iya sih... saya juga mulai mencium bau2 duit tidak tepat sasaran"
"1294",1849,-1,"Ya harus buru2 lah biar cepet kalo lambat2 mah ga bakal pindah2, selalu tertunda dari zaman Orde Lama, Orde Baru sampai Reformasi, ingat ya pemindahan ibukota negara ini bukan sebatas perpindahan ibukota secara administrasi tapi juga secara fisik dimana orientasi pembangunan negara tidak lagi terfokus di pulau Jawa dan barat Indonesia saja, tapi sekarang digeser ke tengah dan timur Indonesia, pro kontra selalu ada, apalagi dari partai oposisi abadi dan media juga LSM yg mendapat cuan dari mengangkat berbagai isu 😁"
"1295",1850,-1,"Ya kalo ga ada acara ini, semua masalah IKN ditelan sendiri pemerintah dan DPR, sudah mual baru dimuntahkan dan rakyat yang meradang"
"1296",1852,0,"Yang jelas saya kurang setuju IKN di Kalimantan"
"1297",1853,-1,"yang pikirannya maju sangat jauh egak akan kalah dalam bertindak,yang mau jegal pun sudah terpikir kan😁"
"1298",1854,-1,"Yang tidak layak dari DKI itu Banjirnya tidak bisa di control. 😂😂😂"
"1299",1856,1,"yo iku lo mbak najwa proyek lumayan,kenek diputar uangnya ngge nyicil utang,,.kro recovery ekonomi,.dijual saja di inventarisir potensi nilai aset lokasi ibukota iku piroo...ngge nyetak dollar ngge nyaur utang,,,dijual berapa tahun ngono,koyo hongkong dijual nek inggris,,😁"
"1300",1857,-1,"@Al Barok bencana d mana2 tudak kah kalian sadar.."
"1301",1859,1,"@Al Barok kalian selamat tp belum tentu ank cucu kalian"
"1302",1862,-5,"@april02 komen yg bijak. Kalo protes protes aja. Tp jgn jd provokasi mecah belah bangsa. Org dulu susah payah menyatukan nkri. Kok kmu malah mau pisah"
"1303",1863,-4,"@Bayu Angga @ Kau fikir nenek moyang kami di Kalimantan tdk ikut brjuang melawan penjajahan?
Seruan“Allahu Akbar” & sumpah: haram jada manyarah waja sampai kaputing”(haram menyerah sampai titik darah penghabisan) mrk serukn utk melawan penjajahan. Sampai akhirnya belanda trkalahkn & meninggalkn Kalimantan sblm ada yg namanya negara Indonesia."
"1304",1864,-2,"@Bayu Angga duit seng kudune nggo nempur ke rakyate meh di enggo Bancakan gawe IKN seng jarene tanpo APBN, nyatane 53% nganggo APBN. Mikiro anak putumu mbesok nek goro2 mekso pindah ibu kota mergo nuruti cukong2 nganggo duit utang2an padahal nggo makani rakyate we mung ngandalke pajek+utangan. pra sue2 bangkrut negara ne. Sok seng nyaur sopo? Pra Yo anak putu rakyat NKRI. Seng mindah ibukota wes penak oleh hasil proyek."
"1305",1865,-1,"@Bayu Angga hah? pecah belah bangsa 😒saya sebagai warga kalimantan hanya menyuarakn hati saye😒"
"1306",1866,0,"@Bayu Angga nggk pernah masuk nkri.
karena mengikuti jajahan kalau nggk dijajah mungkin seperti timor leste udah merdeka dari portugal eeeh masuk indonesia"
"1307",1867,-1,"@Bayu Angga njir... sok sokan komen sotoy... mas ngomongke ngge akal ga gae dengkul"
"1308",1870,-2,"@Den Bagos ini bukan masalah mereka gak mau berkembang , pemertintah nya gak beri prasarana untuk ruang diskusi kok , mereka dengan jelas ngomong gitu , mereka cuma takut , sama aja kya orang lagi nikmat jualan terus di gusur gitu aja. Tolong liat konteksnya , mereka mau semua , siapa yang gak mau. ,cuma tolong, mereka cuma realistis , liat banjir di kaltim yang tadinga gak ada , itu kan salah satu gak ada sosilasi , mereka resah dan dari pihak DPR pun udah tegas bilang ,gak ada yang perlu di diskusi tentang ""mereka yang kena dampak alamnya atau mata mencariannya sementara pada masa pembangunan"", tolong liat konteks ya pliss"
"1309",1871,-1,"@Dinai Denai 
Bah dari sudut pandang mana kau bicara...
Kemajuan ikn itu membutuhkan waktu setgh abad tapi kerusakan dan kehancuran nya lgsg gk nunggu sampai 5 tahun sdh terasa..."
"1310",1872,-2,"@Djo Phian ...lho konyol, pasti bkn org klmntan yg sm skli tdk mgrti, tinggal diklmntan taunya ikut ngeruk alam tanpa perduli khncuran bgtlah umumx pdtg."
"1311",1874,3,"@Djo Phian iya deh yg paling paham...
Tapi bukan Berrti maen enak nyuruh org pindah..sama aja anda kaya pemerintah..cuma bisa ngusir .tanpa ngasih solusi..anda seperti Arteria Dahlan kedua seperti nya..yg paling merasa pintar...ingat komen ada yg baca seluruh Nusantara... Warna rambut boleh sama...tapi isi akal pikiran berbeda.. sya juga jamin...jgn kan org lain...dari pihak sodara anda pun pasti ada yg tidak setuju dengan komen ada..( coba anda survey ) berani jujur??!! Hebat!!!..
Ingat !!! Penyesalan dibelakang..klo Kalimantan rusak..dan bumi Indonesia rusak..bukan anda saja yg merasakan sebagai Pendukung rezim...semua pun kena imbas..dan tak kan bisa kembali...

Wahai Orang Pintar !!!!!!!"
"1312",1876,-1,"@Djo Phian seperti nya anda adalah bagian dari propaganda,karna secara logika dan realita utk membangun sebuah IKN perlu atensi khusus yg intens."
